record_id,doi,title,year,venue,source_databases,query_ids,openalex_id,crossref_url,identification_status,screen_title_abstract,screen_title_abstract_reason,fulltext_status,screen_fulltext,screen_fulltext_reason,evidence_lanes,A_trait,A_manipulated,pollinator_response_measured,antagonist_response_measured,common_reproductive_outcome,selection_form,cue_architecture,evolutionary_level,causal_strength,claim_ceiling,study_region,country_or_ocean_basin,latitude_reported,longitude_reported,spatial_grain,spatial_extent,single_site_vs_multisite,geographic_contrast,receiver_assemblage_contrast,biogeographic_context,historical_or_phylogenetic_context,notes
SCHPRISMA-000310,10.1890/1051-0761(2001)011[0934:fohbwa]2.0.co;2,FITNESS OF HYBRIDS BETWEEN WEEDY AND CULTIVATED RADISH: IMPLICATIONS FOR WEED EVOLUTION,2001,Ecological Applications,OPENALEX,Q09,https://openalex.org/W2132553576,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000311,10.1016/j.sajb.2017.04.010,"Floral and pollination biology, breeding system and nectar traits of Callistemon citrinus (Myrtaceae) cultivated in India",2017,South African Journal of Botany,OPENALEX,Q13,https://openalex.org/W2609700883,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000312,10.1111/btp.12574,Floral antagonists counteract pollinator‐mediated selection on attractiveness traits in the hummingbird‐pollinatedCollaea cipoensis(Fabaceae),2018,Biotropica,OPENALEX,Q13,https://openalex.org/W2883797074,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000313,10.18725/oparu-1149,"Floral biology, flowering phenology and floral visitors of five insect-pollinated tree species in a tropical lowland rainforest remnant of Pernambuco, Brazil",2008,OPen Access Repositorium der Universität Ulm (OPARU) (Ulm University),OPENALEX,Q02,https://openalex.org/W2344283507,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000314,10.1071/bt22055,"Floral biology, pollination vectors and breeding system of Zieria granulata (Rutaceae), an endangered shrub endemic to eastern Australia",2023,Australian Journal of Botany,OPENALEX,Q12,https://openalex.org/W4381623784,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000315,10.1086/706240,"Floral Evolution: Breeding Systems, Pollinators, and Beyond",2019,International Journal of Plant Sciences,OPENALEX,Q06;Q08;Q09;Q10,https://openalex.org/W2980376333,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000316,10.1101/184382,Floral herbivory does not reduce pollination-mediated fitness in shelter rewarding Royal Irises,2017,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q06;Q08;Q09;Q10;Q11;Q12,https://openalex.org/W2753807379,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000317,10.1002/ece3.72133,"Floral Integration and Phenotypic Selection on Floral Traits of Ipomoea cavalcantei (Convolvulaceae), a Rare, Endemic, and Endangered Species to the Amazon Ironstone Outcrops",2025,Ecology and Evolution,OPENALEX,Q10;Q12;Q13,https://openalex.org/W4414166869,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000318,10.1016/j.ppees.2023.125764,Floral nectar: Fifty years of new ecological perspectives beyond pollinator reward,2023,Perspectives in Plant Ecology Evolution and Systematics,OPENALEX,Q01;Q04;Q08;Q10;Q13,https://openalex.org/W4389003255,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000319,10.1371/journal.pone.0055914,Floral Nectar Guide Patterns Discourage Nectar Robbing by Bumble Bees,2013,PLoS ONE,OPENALEX,Q07;Q08;Q10;Q11;Q13,https://openalex.org/W1963768338,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000320,10.3389/fevo.2020.00148,Floral Odors Can Interfere With the Foraging Behavior of Parasitoids Searching for Hosts,2020,Frontiers in Ecology and Evolution,OPENALEX,Q01;Q05,https://openalex.org/W3031330247,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000321,10.1002/cbdv.202201139,Floral Phytochemistry: Impact of Volatile Organic Compounds and Nectar Secondary Metabolites on Pollinator Behavior and Health,2023,Chemistry & Biodiversity,OPENALEX,Q01;Q02;Q04;Q05;Q09;Q10;Q13,https://openalex.org/W4361191195,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000322,10.1111/pce.13520,Floral plasticity: Herbivore‐species‐specific‐induced changes in flower traits with contrasting effects on pollinator visitation,2019,Plant Cell & Environment,OPENALEX,Q10,https://openalex.org/W2909741367,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000323,10.1093/aob/mct189,Floral polymorphism and the fitness implications of attracting pollinating and florivorous insects,2013,Annals of Botany,OPENALEX,Q06;Q07;Q08;Q09;Q10;Q12,https://openalex.org/W2161903288,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000324,,"Floral resource availability and its use by hummingbirds in an area of cerrado of Uberlândia, MG",2011,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),OPENALEX,Q13,https://openalex.org/W7120874267,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000325,,FLORAL SCENT IN A WHOLE-PLANT CONTEXT Floral volatiles controlling ant behaviour,2009,,OPENALEX,Q01;Q03;Q05,https://openalex.org/W2183295251,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000326,10.1111/j.1365-2435.2009.01643.x,Floral scent in a whole‐plant context: moving beyond pollinator attraction,2009,Functional Ecology,OPENALEX,Q01;Q02;Q03;Q05;Q08;Q10;Q12,https://openalex.org/W2076023291,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000327,10.1201/9780429455612-10,Floral Scent Metabolic Pathways and Their Regulation,2020,,OPENALEX,Q02,https://openalex.org/W3026597822,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000328,10.1665/034.019.0111,"Floral Scent Terpenoids Deter the Facultative FlorivoreMetrioptera bicolor(Ensifera, Tettigoniidae, Decticinae)",2010,Journal of Orthoptera Research,OPENALEX,Q01;Q02,https://openalex.org/W1993760894,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000329,10.1093/aob/mcq045,"Floral scents repel facultative flower visitors, but attract obligate ones",2010,Annals of Botany,OPENALEX,Q01;Q05;Q08;Q10,https://openalex.org/W2101617482,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000330,10.1016/j.pld.2022.11.002,Floral trait variation across individual plants within a population enhances defense capability to nectar robbing,2022,Acta Botanica Yunnanica,OPENALEX,Q10;Q13,https://openalex.org/W4309196696,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000331,10.3389/fevo.2018.00019,Floral Trait Variations Among Wild Tobacco Populations Influence the Foraging Behavior of Hawkmoth Pollinators,2018,Frontiers in Ecology and Evolution,OPENALEX,Q01;Q02;Q05;Q10;Q11,https://openalex.org/W2790382157,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000332,,Floral Traits and Pollination System of Impatiens chinensis(Balsaminaceae),2009,Zhiwu yanjiu,OPENALEX,Q13,https://openalex.org/W2978294174,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000333,10.31390/gradschool_dissertations.1813,"Floral traits, pollinator behavior, and plant reproduction: tests of natural and sexual selection in the hummingbird-pollinated herb Chrysothemis friedrichsthaliana",2007,,OPENALEX,Q06;Q08;Q09;Q12;Q13,https://openalex.org/W2760757457,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000334,10.1007/s11284-008-0481-5,"Floral traits variation, legitimate pollination, and nectar robbing in Polygala vayredae (Polygalaceae)",2008,Ecological Research,OPENALEX,Q13,https://openalex.org/W2013177683,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000335,10.1086/686584,"Floral Variation, Nectar Production, and Reproductive Success of Two Drymonia (Gesneriaceae) Species with Mixed Pollination Syndromes",2016,International Journal of Plant Sciences,OPENALEX,Q13,https://openalex.org/W2399485274,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000336,10.1371/journal.pone.0300398,Floral visitors of sesame (Sesamum indicum L.): Elucidating their nectar-robbing behaviour and impacts on the plant reproduction,2024,PLoS ONE,OPENALEX,Q13,https://openalex.org/W4394910049,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000337,10.1093/hr/uhae220,"Floral volatile benzenoids/phenylpropanoids: biosynthetic pathway, regulation and ecological value",2024,Horticulture Research,OPENALEX,Q01;Q05,https://openalex.org/W4401558614,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000338,10.1111/j.1365-2435.2009.01632.x,Floral volatiles controlling ant behaviour,2009,Functional Ecology,OPENALEX,Q01;Q02;Q03;Q04;Q05;Q09;Q10;Q12;Q13,https://openalex.org/W2075365169,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000339,10.1093/aob/mcad064,Floral volatiles evoke partially similar responses in both florivores and pollinators and are correlated with non-volatile reward chemicals,2023,Annals of Botany,OPENALEX,Q01;Q02;Q05;Q08;Q11,https://openalex.org/W4377694161,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000340,10.1101/2023.02.13.528270,Floral volatiles evoke partially similar responses in both florivores and pollinators and are correlated with non-volatile reward chemicals,2023,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q01;Q02;Q05;Q08;Q10;Q11,https://openalex.org/W4320719640,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000341,10.1111/pce.12314,Floral volatiles: from biosynthesis to function,2014,Plant Cell & Environment,OPENALEX,Q01;Q02;Q03;Q05;Q09;Q11;Q12,https://openalex.org/W2135298692,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000342,10.1186/s12898-015-0047-7,Floral volatiles interfere with plant attraction of parasitoids: ontogeny-dependent infochemical dynamics in Brassica rapa,2015,BMC Ecology,OPENALEX,Q01;Q05,https://openalex.org/W1509872849,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000343,10.3389/fpls.2022.813418,Florivory and Pollination Intersection: Changes in Floral Trait Expression Do Not Discourage Hummingbird Pollination,2022,Frontiers in Plant Science,OPENALEX,Q01;Q02;Q05;Q07;Q08,https://openalex.org/W4221066800,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000344,10.1093/aobpla/plw036,Florivory and pollinator visitation: a cautionary tale,2015,AoB Plants,OPENALEX,Q05;Q09;Q10;Q12,https://openalex.org/W2365642820,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000345,10.1002/ece3.3921,Florivory indirectly decreases the plant reproductive output through changes in pollinator attraction,2018,Ecology and Evolution,OPENALEX,Q09,https://openalex.org/W2789756960,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000346,10.1002/ecs2.1326,Florivory shapes both leaf and floral interactions,2016,Ecosphere,OPENALEX,Q01;Q02;Q03;Q04;Q05;Q09;Q10;Q12;Q13,https://openalex.org/W2435941939,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000347,10.3390/plants9030397,"Flower Colour Polymorphism, Pollination Modes, Breeding System and Gene Flow in Anemone coronaria",2020,Plants,OPENALEX,Q01;Q03;Q06;Q07;Q08;Q10;Q12,https://openalex.org/W3012794590,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000348,10.3389/fpls.2020.611877,"Flower Production, Headspace Volatiles, Pollen Nutrients, and Florivory in Tanacetum vulgare Chemotypes",2021,Frontiers in Plant Science,OPENALEX,Q01;Q02;Q05;Q08;Q09;Q10;Q11,https://openalex.org/W3122082592,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000349,10.1098/rstb.2021.0157,Flower sharing and pollinator health: a behavioural perspective,2022,Philosophical Transactions of the Royal Society B Biological Sciences,OPENALEX,Q10;Q11,https://openalex.org/W3201645558,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000350,10.1111/jse.70046,Flower traits evolution in a bird‐pollinated genus Brandisia (Orobanchaceae) from Asia,2026,Journal of Systematics and Evolution,OPENALEX,Q10,https://openalex.org/W7125816984,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000351,10.1111/oik.01347,Flower visitation by birds in Europe,2014,Oikos,OPENALEX,Q13,https://openalex.org/W2137588919,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000352,10.1101/2023.11.21.568056,Flower visitor groups show differential responses to individual and plot-level chemodiversity with consequences for plant fitness,2023,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q01;Q02;Q04;Q05;Q10;Q13,https://openalex.org/W4388880329,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000353,10.1111/btp.13342,Flower visitor networks: Reduced reproductive success driven by antagonists in a hummingbird‐pollinated species,2024,Biotropica,OPENALEX,Q05;Q08;Q09;Q10;Q13,https://openalex.org/W4398776692,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000354,10.1590/0102-33062019abb0209,Flowering and pollination ecology of Cleistocactus baumannii (Cactaceae) in the Brazilian Chaco: pollinator dependence and floral larceny,2020,Acta Botanica Brasilica,OPENALEX,Q13,https://openalex.org/W3013915418,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000355,10.6084/m9.figshare.12027627,Flowering and pollination ecology of Cleistocactus baumannii (Cactaceae) in the Brazilian Chaco: pollinator dependence and floral larceny,2020,Figshare,OPENALEX,Q13,https://openalex.org/W4394281482,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000356,10.3120/0024-9637-70.4.197,"FLOWERING, FRUIT SET, AND SEED PREDATION IN ARCTOSTAPHYLOS MORROENSIS, A RARE OBLIGATE-SEEDING SHRUB",2024,Madroño,OPENALEX,Q12;Q13,https://openalex.org/W4399087562,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000357,10.15302/j-fase-2021427,FLOWERING PLANTS AND ENTOMOPHAGOUS ARTHROPODS IN THE AGRICULTURAL LANDSCAPE: A PRACTISE-ORIENTED SUMMARY OF A COMPLEX RELATIONSHIP,2021,Frontiers of Agricultural Science and Engineering,OPENALEX,Q01,https://openalex.org/W4251710210,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000358,10.1046/j.1365-2311.2002.00438.x,Flowers at the front line of invasion?,2002,Ecological Entomology,OPENALEX,Q12,https://openalex.org/W1967113924,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000359,10.1111/oik.10219,"Flowers of ruderal species are numerous but small, short and low‐rewarding",2023,Oikos,OPENALEX,Q01;Q04;Q07;Q08;Q09;Q13,https://openalex.org/W4386483108,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000360,10.1111/1365-2745.70103,Foliar herbivory pushes plant individuals towards the periphery of a plant–floral visitor interaction network,2025,Journal of Ecology,OPENALEX,Q05;Q08,https://openalex.org/W4412361948,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000361,10.1007/s11101-019-09642-y,For antagonists and mutualists: the paradox of insect toxic secondary metabolites in nectar and pollen,2019,Phytochemistry Reviews,OPENALEX,Q01;Q04;Q07;Q10;Q13,https://openalex.org/W2970593363,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000362,10.1111/oik.2017.v126.i9,Foraging strategy predicts foraging economy in a facultative secondary nectar robber,2017,Oikos,OPENALEX,Q13,https://openalex.org/W4243010376,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000363,10.20944/preprints202511.1707.v1,Four Petal-Specific TPS Drive Nocturnal Terpene Scent in Jasminum sambac,2025,Preprints.org,OPENALEX,Q01;Q05;Q10,https://openalex.org/W4416615265,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000364,10.3390/horticulturae12010010,Four Petal-Specific TPS Drive Nocturnal Terpene Scent in Jasminum sambac,2025,Horticulturae,OPENALEX,Q01;Q05;Q10,https://openalex.org/W7116858585,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000365,10.1007/s10886-006-9051-x,Fragrance of Canada Thistle (Cirsium arvense) Attracts Both Floral Herbivores and Pollinators,2006,Journal of Chemical Ecology,OPENALEX,Q01;Q02,https://openalex.org/W2066723483,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000366,10.1201/9781003595694-2,Fragrant Signals (Jasmonates) in Growth and Development,2025,Apple Academic Press eBooks,OPENALEX,Q01,https://openalex.org/W4408891910,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000367,10.1111/nph.12720,Frontiers in chemical ecology and coevolution,2014,New Phytologist,OPENALEX,Q05,https://openalex.org/W2121455504,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000368,10.3390/ijms252212247,Functional Analysis of PsHMGR1 and PsTPS1 Related to Floral Terpenoids Biosynthesis in Tree Peony,2024,International Journal of Molecular Sciences,OPENALEX,Q01;Q05,https://openalex.org/W4404377108,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000369,10.3389/fpls.2022.1077229,Functional characterization of a terpene synthase responsible for (E)-β-ocimene biosynthesis identified in Pyrus betuleafolia transcriptome after herbivory,2022,Frontiers in Plant Science,OPENALEX,Q01,https://openalex.org/W4309738995,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000370,10.1002/ecy.1756,Functional consequences of plant‐animal interactions along the mutualism‐antagonism gradient,2017,Ecology,OPENALEX,Q08;Q12;Q13,https://openalex.org/W2581996291,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000371,10.1007/s10531-025-03225-4,Functional redundancy in invertebrate pollinator-predator networks supports conservation of a threatened North American orchid: a case study of Platanthera integrilabia,2026,Biodiversity and Conservation,OPENALEX,Q09;Q10,https://openalex.org/W7118431838,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000372,10.1016/j.baae.2026.07.005,Functional roles and plant-mediated bottom-up effects influence arthropod responses to habitat fragmentation,2026,Basic and Applied Ecology,OPENALEX,Q09,https://openalex.org/W7167572087,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000373,10.1111/j.1469-8137.2008.02428.x,Fungal sex as a private matter: odour signals in a specialized pollination‐like insect–fungus mutualism,2008,New Phytologist,OPENALEX,Q05,https://openalex.org/W2092982542,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000374,10.53846/goediss-3420,Funktionelle Vielfalt von Hymenopteren entlang eines Gradienten agroforstlicher Nutzung in Indonesien,2008,,OPENALEX,Q08;Q09;Q13,https://openalex.org/W1794751729,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000375,10.1371/journal.pone.0059299,"Generalization versus Specialization in Pollination Systems: Visitors, Thieves, and Pollinators of Hypoestes aristata (Acanthaceae)",2013,PLoS ONE,OPENALEX,Q13,https://openalex.org/W2152475483,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000376,10.1093/aob/mcw097,Geographic consistency and variation in conflicting selection generated by pollinators and seed predators,2016,Annals of Botany,OPENALEX,Q08;Q09;Q10;Q12;Q13,https://openalex.org/W2468917534,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000377,10.4236/ajps.2014.518283,"Geographic Flower Trait Variation of Aquilegia buergeriana Sieb. et Zucc. var. buergeriana on Mt. Norikura and the Utsukushigahara Highland, Japan",2014,American Journal of Plant Sciences,OPENALEX,Q09;Q12,https://openalex.org/W2118141246,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000378,10.1002/ecs2.2943,"Geographic isolation, pollination syndromes, and pollinator generalization in HimalayanRoscoeaspp. (Zingiberaceae)",2019,Ecosphere,OPENALEX,Q08;Q09;Q10;Q13,https://openalex.org/W2984597044,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000379,10.4236/ajps.2015.65079,"Geographic Variation in Flower Size and Flower-Visitor Composition of Two Bumblebee-Pollinated, Spring-Flowering Herbs, Lamium album L. var. barbatum (Lamiaceae) and Meehania urticifolia (Lamiaceae)",2015,American Journal of Plant Sciences,OPENALEX,Q09;Q13,https://openalex.org/W1991428849,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000380,10.3732/ajb.1600114,Geographic variation in resistance to nectar robbing and consequences for pollination,2016,American Journal of Botany,OPENALEX,Q10;Q12;Q13,https://openalex.org/W2528815145,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000381,10.1371/journal.pone.0112013,"Gloss, Colour and Grip: Multifunctional Epidermal Cell Shapes in Bee- and Bird-Pollinated Flowers",2014,PLoS ONE,OPENALEX,Q07;Q09;Q10;Q11;Q13,https://openalex.org/W2148710213,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000382,10.1104/pp.109.148478,Glucanases and Chitinases as Causal Agents in the Protection ofAcaciaExtrafloral Nectar from Infestation by Phytopathogens,2009,PLANT PHYSIOLOGY,OPENALEX,Q01;Q04,https://openalex.org/W2151953540,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000383,10.1016/j.phytochem.2023.113707,Grayanotoxin I variation across tissues and species of Rhododendron suggests pollinator-herbivore defence trade-offs,2023,Phytochemistry,OPENALEX,Q01;Q04;Q10;Q11;Q13,https://openalex.org/W4368370419,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000384,10.17863/cam.22834,"Grip, slip, petals, and pollinators: Linking the biomechanics, behaviour and ecology of interactions between bees and plants",2017,Apollo (University of Cambridge),OPENALEX,Q10,https://openalex.org/W2799685560,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000385,10.1111/j.1744-7429.2007.00345.x,Habitat Structure Affects Reproductive Success of the Rare Endemic Tree Syzygium mamillatum (Myrtaceae) in Restored and Unrestored Sites in Mauritius,2007,Biotropica,OPENALEX,Q08;Q09,https://openalex.org/W2027931705,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000386,10.26786/1920-7603(2022)685,"Hawaiian Endemic Honeycreepers (Drepanidinae) are Nectar Robbers of the Invasive Banana Poka (Passiflora tarminiana, Passifloraceae)",2022,Journal of Pollination Ecology,OPENALEX,Q13,https://openalex.org/W4224267961,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
